Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Price,Quantity,Tax5%,Total,Gross,Margin%,Profit
2428,CA-2016-169922,11-06-2016,17-06-2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344,4,0.2688,5.6448,5.376,4.761904762,0.256
2429,CA-2016-169922,11-06-2016,17-06-2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,8.272,4,1.6544,34.7424,33.088,4.761904762,1.575619048
2430,CA-2016-169922,11-06-2016,17-06-2016,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Arlington,Texas,76017,Central,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",12.544,7,4.3904,92.1984,87.808,4.761904762,4.181333333
2431,CA-2017-100748,13-05-2017,20-05-2017,Standard Class,RB-19795,Ross Baird,Home Office,United States,San Francisco,California,94110,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,58.48,8,23.392,491.232,467.84,4.761904762,22.27809524
2432,CA-2017-129805,28-12-2017,02-01-2018,Standard Class,HM-14860,Harry Marie,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,7.4,2,0.74,15.54,14.8,4.761904762,0.704761905
2433,CA-2014-148586,25-03-2014,01-04-2014,Standard Class,AZ-10750,Annie Zypern,Consumer,United States,New York City,New York,10009,East,FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",366.786,7,128.3751,2695.8771,2567.502,4.761904762,122.262
2434,US-2017-112613,28-05-2017,01-06-2017,Standard Class,JH-15910,Jonathan Howell,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,54.368,4,10.8736,228.3456,217.472,4.761904762,10.35580952
2435,CA-2015-154746,14-11-2015,17-11-2015,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,33.96,2,3.396,71.316,67.92,4.761904762,3.234285714
2436,CA-2015-154746,14-11-2015,17-11-2015,First Class,PJ-18835,Patrick Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826.11,3,123.9165,2602.2465,2478.33,4.761904762,118.0157143
2437,CA-2017-140053,03-07-2017,10-07-2017,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Farmington,New Mexico,87401,West,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",545.85,9,245.6325,5158.2825,4912.65,4.761904762,233.9357143
2438,CA-2014-164210,18-11-2014,20-11-2014,Second Class,PW-19240,Pierre Wener,Consumer,United States,Louisville,Colorado,80027,West,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,145.98,2,14.598,306.558,291.96,4.761904762,13.90285714
2439,CA-2014-164210,18-11-2014,20-11-2014,Second Class,PW-19240,Pierre Wener,Consumer,United States,Louisville,Colorado,80027,West,OFF-PA-10002259,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",35.808,4,7.1616,150.3936,143.232,4.761904762,6.820571429
2440,CA-2017-139948,17-07-2017,22-07-2017,Standard Class,SW-20455,Shaun Weien,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10002597,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",7.904,2,0.7904,16.5984,15.808,4.761904762,0.752761905
2441,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,345,5,86.25,1811.25,1725,4.761904762,82.14285714
2442,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,174.286,2,17.4286,366.0006,348.572,4.761904762,16.59866667
2443,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,662.84,4,132.568,2783.928,2651.36,4.761904762,126.2552381
2444,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,23.775,499.275,475.5,4.761904762,22.64285714
2445,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,26.88,6,8.064,169.344,161.28,4.761904762,7.68
2446,CA-2016-146934,22-05-2016,27-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,New Jersey,7055,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,257.98,2,25.798,541.758,515.96,4.761904762,24.56952381
2447,CA-2015-100573,25-09-2015,01-10-2015,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Los Angeles,California,90004,West,OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2,1.748,36.708,34.96,4.761904762,1.664761905
2448,CA-2016-119165,31-10-2016,06-11-2016,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,492.835,5,123.20875,2587.38375,2464.175,4.761904762,117.3416667
2449,CA-2015-128027,14-09-2015,17-09-2015,Second Class,CM-12385,Christopher Martinez,Consumer,United States,North Charleston,South Carolina,29406,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,269.49,3,40.4235,848.8935,808.47,4.761904762,38.49857143
2450,CA-2016-140207,05-11-2016,10-11-2016,Standard Class,CS-12400,Christopher Schild,Home Office,United States,San Jose,California,95123,West,OFF-BI-10003963,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,29.12,5,7.28,152.88,145.6,4.761904762,6.933333333
2451,CA-2017-140949,17-03-2017,22-03-2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-LA-10000081,Office Supplies,Labels,Avery 496,18.75,5,4.6875,98.4375,93.75,4.761904762,4.464285714
2452,CA-2017-140949,17-03-2017,22-03-2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,119.7,6,35.91,754.11,718.2,4.761904762,34.2
2453,CA-2017-140949,17-03-2017,22-03-2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",9.144,3,1.3716,28.8036,27.432,4.761904762,1.306285714
2454,CA-2017-140949,17-03-2017,22-03-2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,57.06,3,8.559,179.739,171.18,4.761904762,8.151428572
2455,CA-2017-140949,17-03-2017,22-03-2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,71.6,8,28.64,601.44,572.8,4.761904762,27.27619048
2456,CA-2017-140949,17-03-2017,22-03-2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",107.44,8,42.976,902.496,859.52,4.761904762,40.92952381
2457,CA-2017-140949,17-03-2017,22-03-2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-LA-10004093,Office Supplies,Labels,Avery 486,7.31,1,0.3655,7.6755,7.31,4.761904762,0.348095238
2458,CA-2017-140949,17-03-2017,22-03-2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,59.1,6,17.73,372.33,354.6,4.761904762,16.88571429
2459,CA-2017-140949,17-03-2017,22-03-2017,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,New York,10011,East,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,6.9795,146.5695,139.59,4.761904762,6.647142857
2460,CA-2017-138548,15-08-2017,21-08-2017,Standard Class,JG-15160,James Galang,Consumer,United States,Plainfield,New Jersey,7060,East,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",97.84,2,9.784,205.464,195.68,4.761904762,9.318095238
2461,CA-2015-142419,11-07-2015,13-07-2015,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,29.97,3,4.4955,94.4055,89.91,4.761904762,4.281428572
2462,CA-2015-142419,11-07-2015,13-07-2015,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",98.352,3,14.7528,309.8088,295.056,4.761904762,14.05028571
2463,CA-2017-148691,03-12-2017,09-12-2017,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,20.98,440.58,419.6,4.761904762,19.98095238
2464,CA-2017-148691,03-12-2017,09-12-2017,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2,1.4624,30.7104,29.248,4.761904762,1.392761905
2465,CA-2017-148691,03-12-2017,09-12-2017,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,136.99,1,6.8495,143.8395,136.99,4.761904762,6.523333333
2466,CA-2017-148691,03-12-2017,09-12-2017,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001317,Office Supplies,Labels,Avery 520,3.15,1,0.1575,3.3075,3.15,4.761904762,0.15
2467,CA-2017-128755,04-05-2017,08-05-2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",9.11,1,0.4555,9.5655,9.11,4.761904762,0.433809524
2468,CA-2017-128755,04-05-2017,08-05-2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,571.44,4,114.288,2400.048,2285.76,4.761904762,108.8457143
2469,CA-2017-128755,04-05-2017,08-05-2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,32.4,5,8.1,170.1,162,4.761904762,7.714285714
2470,CA-2017-128755,04-05-2017,08-05-2017,Standard Class,MK-18160,Mike Kennedy,Consumer,United States,Newport News,Virginia,23602,South,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",16.91,1,0.8455,17.7555,16.91,4.761904762,0.805238095
2471,US-2016-135923,22-01-2016,28-01-2016,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,14.272,8,5.7088,119.8848,114.176,4.761904762,5.436952381
2472,US-2016-135923,22-01-2016,28-01-2016,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314,South,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",451.136,4,90.2272,1894.7712,1804.544,4.761904762,85.93066667
2473,US-2016-135923,22-01-2016,28-01-2016,Standard Class,CM-11935,Carlos Meador,Consumer,United States,Fayetteville,North Carolina,28314,South,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,64.864,4,12.9728,272.4288,259.456,4.761904762,12.35504762
2474,CA-2016-114972,03-11-2016,06-11-2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,FUR-CH-10001190,Furniture,Chairs,Global Deluxe High-Back Office Chair in Storm,217.584,2,21.7584,456.9264,435.168,4.761904762,20.72228571
2475,CA-2016-114972,03-11-2016,06-11-2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,TEC-AC-10000682,Technology,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,82.95,5,20.7375,435.4875,414.75,4.761904762,19.75
2476,CA-2016-114972,03-11-2016,06-11-2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,OFF-LA-10004545,Office Supplies,Labels,Avery 50,87.71,7,30.6985,644.6685,613.97,4.761904762,29.23666667
2477,CA-2016-114972,03-11-2016,06-11-2016,First Class,PF-19225,Phillip Flathmann,Consumer,United States,Los Angeles,California,90032,West,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1101.48,4,220.296,4626.216,4405.92,4.761904762,209.8057143
2478,CA-2017-102750,04-09-2017,08-09-2017,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Los Angeles,California,90036,West,FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1322.352,3,198.3528,4165.4088,3967.056,4.761904762,188.9074286
2479,CA-2014-145212,13-09-2014,19-09-2014,Standard Class,DC-12850,Dan Campbell,Consumer,United States,New York City,New York,10011,East,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,3,0.819,17.199,16.38,4.761904762,0.78
2480,CA-2017-141992,19-06-2017,25-06-2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Dallas,Texas,75220,Central,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,11.184,1,0.5592,11.7432,11.184,4.761904762,0.532571429
2481,CA-2017-141992,19-06-2017,25-06-2017,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Dallas,Texas,75220,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,153.584,2,15.3584,322.5264,307.168,4.761904762,14.62704762
2482,CA-2017-147956,24-12-2017,31-12-2017,Standard Class,AH-10210,Alan Hwang,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1003.62,6,301.086,6322.806,6021.72,4.761904762,286.7485714
2483,CA-2017-126067,28-08-2017,03-09-2017,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,TEC-PH-10000912,Technology,Phones,Anker 24W Portable Micro USB Car Charger,35.168,4,7.0336,147.7056,140.672,4.761904762,6.698666667
2484,CA-2017-126067,28-08-2017,03-09-2017,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",1137.75,5,284.4375,5973.1875,5688.75,4.761904762,270.8928571
2485,CA-2017-126067,28-08-2017,03-09-2017,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,99.68,5,24.92,523.32,498.4,4.761904762,23.73333333
2486,CA-2017-126067,28-08-2017,03-09-2017,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,5.56,2,0.556,11.676,11.12,4.761904762,0.52952381
2487,CA-2015-104514,02-01-2015,04-01-2015,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2,8.552,179.592,171.04,4.761904762,8.144761905
2488,CA-2015-104514,02-01-2015,04-01-2015,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-AR-10001473,Office Supplies,Art,Newell 313,9.84,3,1.476,30.996,29.52,4.761904762,1.405714286
2489,CA-2015-104514,02-01-2015,04-01-2015,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,Delaware,19711,East,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,20.04,3,3.006,63.126,60.12,4.761904762,2.862857143
2490,CA-2015-141040,09-10-2015,13-10-2015,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,126.392,2654.232,2527.84,4.761904762,120.3733333
2491,CA-2015-141040,09-10-2015,13-10-2015,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,23.92,4,4.784,100.464,95.68,4.761904762,4.556190476
2492,CA-2014-113579,13-12-2014,15-12-2014,Second Class,KD-16345,Katherine Ducich,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10001457,Office Supplies,Paper,White GlueTop Scratch Pads,90.24,6,27.072,568.512,541.44,4.761904762,25.78285714
2493,CA-2014-144624,19-11-2014,23-11-2014,Standard Class,JM-15865,John Murray,Consumer,United States,Jamestown,New York,14701,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,4548.81,7,1592.0835,33433.7535,31841.67,4.761904762,1516.27
2494,CA-2016-146206,10-09-2016,14-09-2016,Second Class,KT-16480,Kean Thornton,Consumer,United States,Houston,Texas,77095,Central,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,300.93,5,75.2325,1579.8825,1504.65,4.761904762,71.65
2495,CA-2016-146206,10-09-2016,14-09-2016,Second Class,KT-16480,Kean Thornton,Consumer,United States,Houston,Texas,77095,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,719.96,5,179.99,3779.79,3599.8,4.761904762,171.4190476
2496,CA-2014-136644,16-06-2014,22-06-2014,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Mishawaka,Indiana,46544,Central,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",647.84,8,259.136,5441.856,5182.72,4.761904762,246.7961905
2497,CA-2015-122371,26-09-2015,01-10-2015,Standard Class,BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",64.17,3,9.6255,202.1355,192.51,4.761904762,9.167142857
2498,CA-2015-122371,26-09-2015,01-10-2015,Standard Class,BS-11800,Bryan Spruell,Home Office,United States,San Diego,California,92037,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,124.46,2,12.446,261.366,248.92,4.761904762,11.85333333
2499,CA-2016-126935,19-05-2016,24-05-2016,Standard Class,BT-11395,Bill Tyler,Corporate,United States,San Francisco,California,94109,West,OFF-BI-10004817,Office Supplies,Binders,GBC Personal VeloBind Strips,9.584,1,0.4792,10.0632,9.584,4.761904762,0.456380952
2500,US-2017-133781,22-06-2017,23-06-2017,First Class,DC-12850,Dan Campbell,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",37.608,3,5.6412,118.4652,112.824,4.761904762,5.372571429
2501,CA-2017-131618,17-06-2017,20-06-2017,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",12.224,2,1.2224,25.6704,24.448,4.761904762,1.164190476
2502,CA-2017-131618,17-06-2017,20-06-2017,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.304,4,0.4608,9.6768,9.216,4.761904762,0.438857143
2503,CA-2017-131618,17-06-2017,20-06-2017,First Class,LS-17200,Luke Schmidt,Corporate,United States,Skokie,Illinois,60076,Central,OFF-BI-10001294,Office Supplies,Binders,Fellowes Binding Cases,9.36,4,1.872,39.312,37.44,4.761904762,1.782857143
2504,CA-2016-149482,14-11-2016,19-11-2016,Standard Class,RR-19315,Ralph Ritter,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10000248,Office Supplies,Labels,Avery 52,7.38,2,0.738,15.498,14.76,4.761904762,0.702857143
2505,CA-2014-143917,25-07-2014,27-07-2014,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",53.72,4,10.744,225.624,214.88,4.761904762,10.23238095
2506,CA-2014-143917,25-07-2014,27-07-2014,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,8187.65,5,2046.9125,42985.1625,40938.25,4.761904762,1949.440476
2507,CA-2014-143917,25-07-2014,27-07-2014,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,77.92,8,31.168,654.528,623.36,4.761904762,29.68380952
2508,CA-2015-120397,02-07-2015,02-07-2015,Same Day,RB-19435,Richard Bierner,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,32.784,4,6.5568,137.6928,131.136,4.761904762,6.244571429
2509,CA-2017-163902,02-03-2017,08-03-2017,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-PH-10000675,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,3,29.5164,619.8444,590.328,4.761904762,28.11085714
2510,CA-2017-163902,02-03-2017,08-03-2017,Standard Class,MY-17380,Maribeth Yedwab,Corporate,United States,Los Angeles,California,90045,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,479.94,6,143.982,3023.622,2879.64,4.761904762,137.1257143
2511,CA-2016-136812,18-11-2016,23-11-2016,Standard Class,AW-10930,Arthur Wiediger,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-ST-10003470,Office Supplies,Storage,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1117.92,4,223.584,4695.264,4471.68,4.761904762,212.9371429
2512,CA-2015-102722,18-04-2015,19-04-2015,First Class,KW-16570,Kelly Williams,Consumer,United States,Monroe,Louisiana,71203,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5,6,31.95,670.95,639,4.761904762,30.42857143
2513,CA-2017-155089,02-12-2017,06-12-2017,Standard Class,DB-12910,Daniel Byrd,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",45.66,5,11.415,239.715,228.3,4.761904762,10.87142857
2514,CA-2016-124506,11-11-2016,17-11-2016,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623,Central,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,95.968,4,19.1936,403.0656,383.872,4.761904762,18.27961905
2515,CA-2016-124506,11-11-2016,17-11-2016,Standard Class,BB-11545,Brenda Bowman,Corporate,United States,Chicago,Illinois,60623,Central,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,4.7992,100.7832,95.984,4.761904762,4.570666667
2516,CA-2014-106572,05-09-2014,10-09-2014,Standard Class,NP-18700,Nora Preis,Consumer,United States,Bowling Green,Ohio,43402,East,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,264.32,2,26.432,555.072,528.64,4.761904762,25.17333333
2517,CA-2014-128888,15-11-2014,22-11-2014,Standard Class,PB-19105,Peter Bühler,Consumer,United States,Houston,Texas,77095,Central,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,604.656,9,272.0952,5713.9992,5441.904,4.761904762,259.1382857
2518,CA-2017-123134,02-05-2017,07-05-2017,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,New Jersey,7090,East,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,129.93,3,19.4895,409.2795,389.79,4.761904762,18.56142857
2519,CA-2016-124352,15-10-2016,21-10-2016,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-LA-10004559,Office Supplies,Labels,Avery 49,20.16,7,7.056,148.176,141.12,4.761904762,6.72
2520,CA-2016-124352,15-10-2016,21-10-2016,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,29.46,6,8.838,185.598,176.76,4.761904762,8.417142857
2521,CA-2016-124352,15-10-2016,21-10-2016,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-AP-10002651,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,868.59,3,130.2885,2736.0585,2605.77,4.761904762,124.0842857
2522,CA-2016-124352,15-10-2016,21-10-2016,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,1.296,27.216,25.92,4.761904762,1.234285714
2523,CA-2016-124352,15-10-2016,21-10-2016,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,TEC-PH-10003442,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,5.5,1,0.275,5.775,5.5,4.761904762,0.261904762
2524,CA-2016-124352,15-10-2016,21-10-2016,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,121.6,4,24.32,510.72,486.4,4.761904762,23.16190476
2525,CA-2015-124541,06-04-2015,10-04-2015,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,77041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,42.048,9,18.9216,397.3536,378.432,4.761904762,18.02057143
